model,year,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,year_scaled,year_outlier,mileage_km_bin,mileage_km_scaled,mileage_km_outlier,price_usd_bin,price_usd_scaled,price_usd_outlier,sales_volume_bin,sales_volume_scaled,sales_volume_outlier
5 series,2011,europe,white,petrol,automatic,2.1,146963.0,90224.0,3683.0,low,-1.3902346228501454,False,"(100436.0, 150610.0]",0.8046711,False,"(75014.0, 97573.0]",0.5845353,False,"(2591.0, 5097.0]",-0.4859265,False
3 series,2024,south america,grey,hybrid,automatic,3.2,144152.0,49557.0,1180.0,low,1.615522279957847,False,"(100436.0, 150610.0]",0.75615966,False,"(29999.999, 52501.5]",-0.98175925,False,"(99.999, 2591.0]",-1.3620373,False
x6,2014,europe,blue,diesel,automatic,1.7,105592.0,100663.0,9100.0,high,-0.6965984145098395,False,"(100436.0, 150610.0]",0.09070223,False,"(97573.0, 119998.0]",0.9865947,False,"(7541.0, 9999.0]",1.410155,False
x5,2017,south america,grey,petrol,manual,3.7,31779.0,83059.0,6844.0,low,-0.002962206169533556,False,"(2.999, 50121.5]",-1.1831415,False,"(75014.0, 97573.0]",0.30857444,False,"(5097.0, 7541.0]",0.62050027,False
m5,2019,asia,blue,petrol,manual,3.5,154626.0,45389.0,8882.0,high,0.4594619327240037,False,"(150610.0, 199996.0]",0.936917,False,"(29999.999, 52501.5]",-1.1422902,False,"(7541.0, 9999.0]",1.3338498,False
x6,2018,north america,red,diesel,automatic,2.2,162862.0,36520.0,2914.0,low,0.2282498632772351,False,"(150610.0, 199996.0]",1.0790515,False,"(29999.999, 52501.5]",-1.4838809,False,"(2591.0, 5097.0]",-0.7550952,False
3 series,2021,africa,grey,diesel,manual,4.3,170208.0,40194.0,4548.0,low,0.921886071617541,False,"(150610.0, 199996.0]",1.2058266,False,"(29999.999, 52501.5]",-1.3423764,False,"(2591.0, 5097.0]",-0.1831555,False
5 series,2021,asia,blue,electric,manual,1.6,140059.0,82668.0,271.0,low,0.921886071617541,False,"(100436.0, 150610.0]",0.68552387,False,"(75014.0, 97573.0]",0.29351503,False,"(99.999, 2591.0]",-1.6802094,False
x3,2021,middle east,grey,electric,automatic,4.3,63050.0,107348.0,2451.0,low,0.921886071617541,False,"(50121.5, 100436.0]",-0.6434755,False,"(97573.0, 119998.0]",1.2440683,False,"(99.999, 2591.0]",-0.91715646,False
7 series,2022,north america,silver,petrol,automatic,1.6,123623.0,52099.0,4212.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.40187606,False,"(29999.999, 52501.5]",-0.8838538,False,"(2591.0, 5097.0]",-0.30076367,False
x5,2018,middle east,black,petrol,manual,3.8,159629.0,117084.0,3275.0,low,0.2282498632772351,False,"(150610.0, 199996.0]",1.0232574,False,"(97573.0, 119998.0]",1.6190516,False,"(2591.0, 5097.0]",-0.62873644,False
m3,2022,asia,blue,diesel,manual,1.8,189688.0,38811.0,7337.0,high,1.1530981410643097,False,"(150610.0, 199996.0]",1.542007,False,"(29999.999, 52501.5]",-1.3956428,False,"(5097.0, 7541.0]",0.7930622,False
x6,2024,north america,white,petrol,manual,2.4,120004.0,109733.0,8345.0,high,1.615522279957847,False,"(100436.0, 150610.0]",0.3394204,False,"(97573.0, 119998.0]",1.3359269,False,"(7541.0, 9999.0]",1.1458868,False
x3,2022,asia,black,diesel,manual,4.0,160878.0,53997.0,2162.0,low,1.1530981410643097,False,"(150610.0, 199996.0]",1.0448122,False,"(52501.5, 75014.0]",-0.8107521,False,"(99.999, 2591.0]",-1.0183134,False
i8,2010,north america,white,electric,automatic,2.5,75457.0,101282.0,8396.0,high,-1.621446692296914,False,"(50121.5, 100436.0]",-0.429359,False,"(97573.0, 119998.0]",1.0104356,False,"(7541.0, 9999.0]",1.163738,False
5 series,2018,middle east,grey,petrol,automatic,3.3,45371.0,87345.0,1299.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-0.9485746,False,"(75014.0, 97573.0]",0.47365028,False,"(99.999, 2591.0]",-1.3203844,False
x5,2016,europe,silver,petrol,automatic,4.7,182118.0,64095.0,3880.0,low,-0.2341742756163022,False,"(150610.0, 199996.0]",1.4113661,False,"(52501.5, 75014.0]",-0.42182636,False,"(2591.0, 5097.0]",-0.41697174,False
x6,2018,europe,silver,hybrid,manual,1.7,10316.0,117764.0,5637.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-1.5535437,False,"(97573.0, 119998.0]",1.6452419,False,"(5097.0, 7541.0]",0.19802095,False
x5,2017,south america,red,petrol,automatic,4.3,169491.0,40275.0,8394.0,high,-0.002962206169533556,False,"(150610.0, 199996.0]",1.193453,False,"(29999.999, 52501.5]",-1.3392566,False,"(7541.0, 9999.0]",1.1630379,False
x6,2010,africa,silver,petrol,manual,1.7,176650.0,33796.0,5935.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.3170009,False,"(29999.999, 52501.5]",-1.5887961,False,"(5097.0, 7541.0]",0.30232817,False
7 series,2021,south america,blue,petrol,automatic,1.9,68969.0,111071.0,5908.0,low,0.921886071617541,False,"(50121.5, 100436.0]",-0.54132706,False,"(97573.0, 119998.0]",1.3874601,False,"(5097.0, 7541.0]",0.29287753,False
x6,2017,south america,red,hybrid,manual,1.9,111235.0,39627.0,3147.0,low,-0.002962206169533556,False,"(100436.0, 150610.0]",0.18808751,False,"(29999.999, 52501.5]",-1.3642144,False,"(2591.0, 5097.0]",-0.6735395,False
m5,2017,asia,blue,diesel,manual,5.0,51891.0,103316.0,1732.0,low,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.83605427,False,"(97573.0, 119998.0]",1.0887753,False,"(99.999, 2591.0]",-1.168824,False
i3,2024,south america,white,hybrid,automatic,2.1,197241.0,106619.0,719.0,low,1.615522279957847,False,"(150610.0, 199996.0]",1.6723545,False,"(97573.0, 119998.0]",1.2159908,False,"(99.999, 2591.0]",-1.5233985,False
i3,2020,south america,grey,hybrid,automatic,4.6,47754.0,36666.0,1460.0,low,0.6906740021707723,False,"(2.999, 50121.5]",-0.9074494,False,"(29999.999, 52501.5]",-1.4782578,False,"(99.999, 2591.0]",-1.2640306,False
m5,2012,europe,black,electric,manual,5.0,86899.0,56202.0,3235.0,low,-1.1590225534033767,False,"(50121.5, 100436.0]",-0.23189622,False,"(52501.5, 75014.0]",-0.72582626,False,"(2591.0, 5097.0]",-0.6427374,False
m5,2010,south america,white,diesel,manual,2.8,121393.0,108152.0,7139.0,high,-1.621446692296914,False,"(100436.0, 150610.0]",0.36339137,False,"(97573.0, 119998.0]",1.2750344,False,"(5097.0, 7541.0]",0.72375745,False
i3,2017,north america,silver,hybrid,manual,3.7,70038.0,102447.0,2694.0,low,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.5228785,False,"(97573.0, 119998.0]",1.0553057,False,"(2591.0, 5097.0]",-0.8321006,False
x5,2012,north america,white,petrol,automatic,4.2,172752.0,85983.0,3403.0,low,-1.1590225534033767,False,"(150610.0, 199996.0]",1.2497303,False,"(75014.0, 97573.0]",0.42119268,False,"(2591.0, 5097.0]",-0.5839333,False
i3,2012,africa,blue,petrol,automatic,2.9,93629.0,99958.0,8216.0,high,-1.1590225534033767,False,"(50121.5, 100436.0]",-0.1157518,False,"(97573.0, 119998.0]",0.95944154,False,"(7541.0, 9999.0]",1.1007336,False
3 series,2010,asia,black,petrol,manual,2.1,107572.0,86660.0,8650.0,high,-1.621446692296914,False,"(100436.0, 150610.0]",0.124872506,False,"(75014.0, 97573.0]",0.4472674,False,"(7541.0, 9999.0]",1.2526442,False
3 series,2020,north america,silver,hybrid,automatic,3.0,158046.0,78509.0,8070.0,high,0.6906740021707723,False,"(150610.0, 199996.0]",0.99593836,False,"(75014.0, 97573.0]",0.13333063,False,"(7541.0, 9999.0]",1.04963,False
x6,2014,middle east,black,electric,automatic,4.2,3374.0,84798.0,169.0,low,-0.6965984145098395,False,"(2.999, 50121.5]",-1.6733468,False,"(75014.0, 97573.0]",0.37555227,False,"(99.999, 2591.0]",-1.7159119,False
5 series,2019,south america,red,hybrid,manual,4.2,132625.0,88464.0,6353.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.55723,False,"(75014.0, 97573.0]",0.5167487,False,"(5097.0, 7541.0]",0.44863835,False
i3,2016,north america,black,petrol,manual,2.3,91458.0,33185.0,8634.0,high,-0.2341742756163022,False,"(50121.5, 100436.0]",-0.1532183,False,"(29999.999, 52501.5]",-1.6123289,False,"(7541.0, 9999.0]",1.2470437,False
m5,2019,europe,red,hybrid,automatic,2.1,252.0,66606.0,1684.0,low,0.4594619327240037,False,"(2.999, 50121.5]",-1.7272254,False,"(52501.5, 75014.0]",-0.3251149,False,"(99.999, 2591.0]",-1.1856251,False
7 series,2018,middle east,black,electric,automatic,4.7,38502.0,85604.0,5312.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-1.0671178,False,"(75014.0, 97573.0]",0.40659544,False,"(5097.0, 7541.0]",0.08426305,False
m3,2021,north america,grey,diesel,manual,1.7,54226.0,116198.0,7059.0,high,0.921886071617541,False,"(50121.5, 100436.0]",-0.79575753,False,"(97573.0, 119998.0]",1.5849272,False,"(5097.0, 7541.0]",0.6957555,False
x1,2016,africa,grey,petrol,manual,4.1,172950.0,119996.0,9620.0,high,-0.2341742756163022,False,"(150610.0, 199996.0]",1.2531474,False,"(97573.0, 119998.0]",1.7312076,False,"(7541.0, 9999.0]",1.5921677,False
3 series,2018,asia,white,hybrid,automatic,1.7,19899.0,50651.0,8157.0,high,0.2282498632772351,False,"(2.999, 50121.5]",-1.3881631,False,"(29999.999, 52501.5]",-0.9396237,False,"(7541.0, 9999.0]",1.0800822,False
7 series,2017,europe,white,petrol,manual,4.4,185687.0,106473.0,8666.0,high,-0.002962206169533556,False,"(150610.0, 199996.0]",1.4729588,False,"(97573.0, 119998.0]",1.2103676,False,"(7541.0, 9999.0]",1.2582445,False
x1,2021,africa,red,hybrid,automatic,4.7,190652.0,41920.0,2600.0,low,0.921886071617541,False,"(150610.0, 199996.0]",1.5586433,False,"(29999.999, 52501.5]",-1.2758993,False,"(2591.0, 5097.0]",-0.8650028,False
5 series,2011,europe,black,diesel,automatic,2.5,116859.0,103384.0,9334.0,high,-1.3902346228501454,False,"(100436.0, 150610.0]",0.2851449,False,"(97573.0, 119998.0]",1.0913943,False,"(7541.0, 9999.0]",1.4920608,False
5 series,2010,europe,red,petrol,manual,1.8,194101.0,34120.0,1344.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.6181653,False,"(29999.999, 52501.5]",-1.5763172,False,"(99.999, 2591.0]",-1.3046334,False
5 series,2016,europe,silver,petrol,manual,3.2,167770.0,119412.0,8291.0,high,-0.2341742756163022,False,"(150610.0, 199996.0]",1.1637524,False,"(97573.0, 119998.0]",1.7087147,False,"(7541.0, 9999.0]",1.1269854,False
x3,2016,south america,blue,diesel,manual,2.5,143519.0,34749.0,7553.0,high,-0.2341742756163022,False,"(100436.0, 150610.0]",0.74523556,False,"(29999.999, 52501.5]",-1.5520912,False,"(7541.0, 9999.0]",0.8686675,False
m5,2023,asia,red,electric,manual,3.0,130509.0,94884.0,9645.0,high,1.3843102105110783,False,"(100436.0, 150610.0]",0.5207127,False,"(75014.0, 97573.0]",0.7640158,False,"(7541.0, 9999.0]",1.6009183,False
3 series,2017,europe,grey,petrol,manual,3.8,89365.0,86684.0,9474.0,high,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.1893387,False,"(75014.0, 97573.0]",0.4481918,False,"(7541.0, 9999.0]",1.5410641,False
x3,2014,middle east,black,petrol,manual,2.2,80167.0,60899.0,8000.0,high,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.34807515,False,"(52501.5, 75014.0]",-0.5449207,False,"(7541.0, 9999.0]",1.0251284,False
5 series,2012,asia,red,diesel,automatic,2.7,124260.0,39501.0,6584.0,low,-1.1590225534033767,False,"(100436.0, 150610.0]",0.41286924,False,"(29999.999, 52501.5]",-1.3690673,False,"(5097.0, 7541.0]",0.5294939,False
7 series,2021,europe,black,diesel,automatic,4.2,83191.0,60731.0,6249.0,low,0.921886071617541,False,"(50121.5, 100436.0]",-0.29588783,False,"(52501.5, 75014.0]",-0.55139124,False,"(5097.0, 7541.0]",0.4122358,False
i8,2017,middle east,grey,petrol,manual,3.8,110899.0,71690.0,1697.0,low,-0.002962206169533556,False,"(100436.0, 150610.0]",0.18228891,False,"(52501.5, 75014.0]",-0.129304,False,"(99.999, 2591.0]",-1.1810747,False
i3,2015,middle east,red,diesel,manual,2.6,67021.0,58894.0,6072.0,low,-0.46538634506307086,False,"(50121.5, 100436.0]",-0.57494503,False,"(52501.5, 75014.0]",-0.6221435,False,"(5097.0, 7541.0]",0.3502815,False
3 series,2020,south america,black,electric,automatic,3.8,55451.0,79774.0,1142.0,low,0.6906740021707723,False,"(50121.5, 100436.0]",-0.77461684,False,"(75014.0, 97573.0]",0.18205227,False,"(99.999, 2591.0]",-1.3753382,False
7 series,2012,north america,silver,hybrid,automatic,4.2,178603.0,42764.0,9856.0,high,-1.1590225534033767,False,"(150610.0, 199996.0]",1.3507051,False,"(29999.999, 52501.5]",-1.2433925,False,"(7541.0, 9999.0]",1.6747735,False
i3,2010,africa,blue,petrol,manual,3.6,91061.0,45834.0,7607.0,high,-1.621446692296914,False,"(50121.5, 100436.0]",-0.16006961,False,"(29999.999, 52501.5]",-1.125151,False,"(7541.0, 9999.0]",0.8875688,False
x3,2012,north america,white,diesel,automatic,2.3,121703.0,116468.0,8333.0,high,-1.1590225534033767,False,"(100436.0, 150610.0]",0.36874127,False,"(97573.0, 119998.0]",1.5953263,False,"(7541.0, 9999.0]",1.1416864,False
m5,2014,africa,red,petrol,manual,1.5,88800.0,59448.0,3877.0,low,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.1990893,False,"(52501.5, 75014.0]",-0.6008062,False,"(2591.0, 5097.0]",-0.4180218,False
3 series,2024,africa,grey,electric,manual,4.3,69653.0,113482.0,4956.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.5295228,False,"(97573.0, 119998.0]",1.4803201,False,"(2591.0, 5097.0]",-0.040345598,False
x5,2023,south america,black,diesel,manual,4.4,183143.0,86846.0,5598.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.4290552,False,"(75014.0, 97573.0]",0.45443124,False,"(5097.0, 7541.0]",0.18437,False
x1,2012,europe,silver,electric,manual,3.9,63716.0,74494.0,6791.0,low,-1.1590225534033767,False,"(50121.5, 100436.0]",-0.6319818,False,"(52501.5, 75014.0]",-0.02130759,False,"(5097.0, 7541.0]",0.601949,False
i3,2010,africa,blue,diesel,manual,1.8,120482.0,101137.0,968.0,low,-1.621446692296914,False,"(100436.0, 150610.0]",0.3476696,False,"(97573.0, 119998.0]",1.0048509,False,"(99.999, 2591.0]",-1.4362425,False
x1,2014,south america,blue,hybrid,automatic,3.5,148268.0,109617.0,8217.0,high,-0.6965984145098395,False,"(100436.0, 150610.0]",0.8271924,False,"(97573.0, 119998.0]",1.3314592,False,"(7541.0, 9999.0]",1.1010836,False
3 series,2019,africa,silver,electric,manual,4.4,33051.0,108637.0,5548.0,low,0.4594619327240037,False,"(2.999, 50121.5]",-1.1611896,False,"(97573.0, 119998.0]",1.2937143,False,"(5097.0, 7541.0]",0.16686878,False
m5,2016,asia,silver,diesel,automatic,2.9,163812.0,88181.0,148.0,low,-0.2341742756163022,False,"(150610.0, 199996.0]",1.0954463,False,"(75014.0, 97573.0]",0.50584894,False,"(99.999, 2591.0]",-1.7232624,False
3 series,2024,south america,blue,hybrid,automatic,2.2,69698.0,79650.0,6447.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.5287462,False,"(75014.0, 97573.0]",0.17727639,False,"(5097.0, 7541.0]",0.48154062,False
x3,2023,south america,white,petrol,automatic,3.6,156141.0,51627.0,6673.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",0.9630624,False,"(29999.999, 52501.5]",-0.902033,False,"(5097.0, 7541.0]",0.5606461,False
x5,2016,north america,silver,hybrid,automatic,4.4,118309.0,99967.0,8127.0,high,-0.2341742756163022,False,"(100436.0, 150610.0]",0.3101686,False,"(97573.0, 119998.0]",0.9597882,False,"(7541.0, 9999.0]",1.0695814,False
x6,2020,europe,silver,diesel,automatic,1.7,64180.0,32120.0,9970.0,high,0.6906740021707723,False,"(50121.5, 100436.0]",-0.6239742,False,"(29999.999, 52501.5]",-1.6533475,False,"(7541.0, 9999.0]",1.7146761,False
i3,2018,asia,blue,hybrid,manual,3.6,198246.0,91547.0,9832.0,high,0.2282498632772351,False,"(150610.0, 199996.0]",1.6896985,False,"(75014.0, 97573.0]",0.63549083,False,"(7541.0, 9999.0]",1.6663729,False
x1,2024,asia,grey,hybrid,automatic,3.8,198285.0,102818.0,3880.0,low,1.615522279957847,False,"(150610.0, 199996.0]",1.6903715,False,"(97573.0, 119998.0]",1.0695947,False,"(2591.0, 5097.0]",-0.41697174,False
5 series,2024,middle east,grey,petrol,manual,3.6,120789.0,49279.0,9951.0,high,1.615522279957847,False,"(100436.0, 150610.0]",0.3529677,False,"(29999.999, 52501.5]",-0.99246645,False,"(7541.0, 9999.0]",1.7080257,False
5 series,2019,middle east,black,petrol,automatic,3.8,178723.0,36571.0,7403.0,high,0.4594619327240037,False,"(150610.0, 199996.0]",1.3527762,False,"(29999.999, 52501.5]",-1.4819167,False,"(5097.0, 7541.0]",0.81616384,False
i8,2019,middle east,silver,diesel,manual,3.7,124371.0,96066.0,8537.0,high,0.4594619327240037,False,"(100436.0, 150610.0]",0.41478485,False,"(75014.0, 97573.0]",0.8095407,False,"(7541.0, 9999.0]",1.2130914,False
x3,2021,europe,blue,hybrid,manual,2.0,126258.0,32119.0,4249.0,low,0.921886071617541,False,"(100436.0, 150610.0]",0.44735014,False,"(29999.999, 52501.5]",-1.653386,False,"(2591.0, 5097.0]",-0.28781277,False
7 series,2022,middle east,blue,diesel,automatic,2.3,126953.0,57691.0,271.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.45934427,False,"(52501.5, 75014.0]",-0.66847724,False,"(99.999, 2591.0]",-1.6802094,False
3 series,2012,south america,blue,petrol,manual,3.7,78678.0,96429.0,6974.0,low,-1.1590225534033767,False,"(50121.5, 100436.0]",-0.37377188,False,"(75014.0, 97573.0]",0.8235217,False,"(5097.0, 7541.0]",0.6660034,False
x1,2024,middle east,grey,electric,manual,1.6,190540.0,112644.0,2922.0,low,1.615522279957847,False,"(150610.0, 199996.0]",1.5567105,False,"(97573.0, 119998.0]",1.4480444,False,"(2591.0, 5097.0]",-0.752295,False
x1,2016,africa,red,petrol,automatic,3.7,70187.0,49010.0,3433.0,low,-0.2341742756163022,False,"(50121.5, 100436.0]",-0.5203071,False,"(29999.999, 52501.5]",-1.002827,False,"(2591.0, 5097.0]",-0.57343256,False
x5,2010,asia,white,petrol,automatic,3.8,35565.0,39793.0,6620.0,low,-1.621446692296914,False,"(2.999, 50121.5]",-1.1178037,False,"(29999.999, 52501.5]",-1.357821,False,"(5097.0, 7541.0]",0.5420948,False
3 series,2013,south america,black,electric,automatic,2.3,173100.0,101189.0,1476.0,low,-0.9278104839566081,False,"(150610.0, 199996.0]",1.255736,False,"(97573.0, 119998.0]",1.0068537,False,"(99.999, 2591.0]",-1.2584301,False
3 series,2022,south america,red,electric,automatic,3.6,68978.0,107968.0,4129.0,low,1.1530981410643097,False,"(50121.5, 100436.0]",-0.5411717,False,"(97573.0, 119998.0]",1.2679477,False,"(2591.0, 5097.0]",-0.3298157,False
i3,2013,asia,black,petrol,automatic,3.4,115144.0,51327.0,9128.0,high,-0.9278104839566081,False,"(100436.0, 150610.0]",0.2555479,False,"(29999.999, 52501.5]",-0.9135875,False,"(7541.0, 9999.0]",1.4199557,False
3 series,2023,asia,grey,diesel,manual,2.4,58991.0,84635.0,3507.0,low,1.3843102105110783,False,"(50121.5, 100436.0]",-0.7135245,False,"(75014.0, 97573.0]",0.3692743,False,"(2591.0, 5097.0]",-0.5475308,False
x1,2014,europe,blue,hybrid,manual,3.1,48040.0,77484.0,9106.0,high,-0.6965984145098395,False,"(2.999, 50121.5]",-0.90251374,False,"(75014.0, 97573.0]",0.09385263,False,"(7541.0, 9999.0]",1.4122552,False
3 series,2016,europe,white,electric,automatic,4.7,149253.0,71328.0,3222.0,low,-0.2341742756163022,False,"(100436.0, 150610.0]",0.8441913,False,"(52501.5, 75014.0]",-0.14324647,False,"(2591.0, 5097.0]",-0.6472877,False
x5,2016,africa,white,electric,manual,3.0,146541.0,72024.0,9331.0,high,-0.2341742756163022,False,"(100436.0, 150610.0]",0.7973884,False,"(52501.5, 75014.0]",-0.116439946,False,"(7541.0, 9999.0]",1.4910107,False
x5,2022,africa,white,electric,automatic,3.7,123227.0,72436.0,5761.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.39504203,False,"(52501.5, 75014.0]",-0.100571714,False,"(5097.0, 7541.0]",0.24142395,False
i3,2024,middle east,blue,diesel,manual,1.6,17798.0,93997.0,6920.0,low,1.615522279957847,False,"(2.999, 50121.5]",-1.4244215,False,"(75014.0, 97573.0]",0.7298529,False,"(5097.0, 7541.0]",0.6471021,False
5 series,2020,south america,blue,electric,manual,1.8,18642.0,53862.0,6897.0,low,0.6906740021707723,False,"(2.999, 50121.5]",-1.409856,False,"(52501.5, 75014.0]",-0.81595165,False,"(5097.0, 7541.0]",0.63905156,False
x3,2022,africa,black,petrol,manual,1.8,10590.0,105924.0,5139.0,low,1.1530981410643097,False,"(2.999, 50121.5]",-1.5488151,False,"(97573.0, 119998.0]",1.1892228,False,"(5097.0, 7541.0]",0.023708848,False
m5,2013,north america,grey,petrol,manual,4.2,31068.0,62719.0,1396.0,low,-0.9278104839566081,False,"(2.999, 50121.5]",-1.1954117,False,"(52501.5, 75014.0]",-0.47482318,False,"(99.999, 2591.0]",-1.286432,False
x3,2022,europe,black,petrol,manual,2.7,197678.0,49919.0,491.0,low,1.1530981410643097,False,"(150610.0, 199996.0]",1.6798961,False,"(29999.999, 52501.5]",-0.96781677,False,"(99.999, 2591.0]",-1.603204,False
3 series,2016,africa,black,petrol,automatic,2.3,189931.0,71591.0,6640.0,low,-0.2341742756163022,False,"(150610.0, 199996.0]",1.5462006,False,"(52501.5, 75014.0]",-0.13311699,False,"(5097.0, 7541.0]",0.54909533,False
x5,2020,europe,blue,diesel,manual,4.1,127392.0,86328.0,8960.0,high,0.6906740021707723,False,"(100436.0, 150610.0]",0.4669204,False,"(75014.0, 97573.0]",0.4344804,False,"(7541.0, 9999.0]",1.3611517,False
x1,2012,middle east,white,electric,automatic,2.1,180074.0,42552.0,5542.0,low,-1.1590225534033767,False,"(150610.0, 199996.0]",1.3760912,False,"(29999.999, 52501.5]",-1.2515577,False,"(5097.0, 7541.0]",0.16476864,False
